         200

 0.150134E+14  0.446688E-14  0.402927E+03
 0.150669E+14  0.443834E-14  0.400866E+03
 0.151223E+14  0.440913E-14  0.399301E+03
 0.151796E+14  0.437922E-14  0.397895E+03
 0.152389E+14  0.434861E-14  0.396532E+03
 0.153002E+14  0.431730E-14  0.395169E+03
 0.153636E+14  0.428527E-14  0.393789E+03
 0.154292E+14  0.425251E-14  0.392383E+03
 0.154972E+14  0.421901E-14  0.390947E+03
 0.155675E+14  0.418478E-14  0.389479E+03
 0.156403E+14  0.414979E-14  0.387976E+03
 0.157156E+14  0.411404E-14  0.386436E+03
 0.157937E+14  0.407752E-14  0.384861E+03
 0.158745E+14  0.404023E-14  0.383251E+03
 0.159582E+14  0.400216E-14  0.381600E+03
 0.160449E+14  0.396331E-14  0.379907E+03
 0.161348E+14  0.392367E-14  0.378172E+03
 0.162279E+14  0.388323E-14  0.376392E+03
 0.163244E+14  0.384200E-14  0.374566E+03
 0.164245E+14  0.379998E-14  0.372694E+03
 0.165282E+14  0.375715E-14  0.370773E+03
 0.166358E+14  0.371353E-14  0.368803E+03
 0.167474E+14  0.366910E-14  0.366782E+03
 0.168632E+14  0.362388E-14  0.364709E+03
 0.169833E+14  0.357786E-14  0.362582E+03
 0.171080E+14  0.353106E-14  0.360400E+03
 0.172375E+14  0.348347E-14  0.358162E+03
 0.173719E+14  0.343510E-14  0.355865E+03
 0.175115E+14  0.338596E-14  0.353509E+03
 0.176566E+14  0.333606E-14  0.351091E+03
 0.178073E+14  0.328541E-14  0.348610E+03
 0.179639E+14  0.323402E-14  0.346062E+03
 0.181268E+14  0.318190E-14  0.343449E+03
 0.182962E+14  0.312908E-14  0.340824E+03
 0.184724E+14  0.307557E-14  0.338139E+03
 0.186557E+14  0.302138E-14  0.335383E+03
 0.188465E+14  0.296654E-14  0.332554E+03
 0.190452E+14  0.291108E-14  0.329650E+03
 0.192520E+14  0.285500E-14  0.326670E+03
 0.194676E+14  0.279835E-14  0.323613E+03
 0.196922E+14  0.274115E-14  0.320476E+03
 0.199264E+14  0.268344E-14  0.317256E+03
 0.201707E+14  0.262523E-14  0.313952E+03
 0.204255E+14  0.256658E-14  0.310558E+03
 0.206915E+14  0.250750E-14  0.307074E+03
 0.209691E+14  0.244805E-14  0.303577E+03
 0.212591E+14  0.238827E-14  0.300060E+03
 0.215622E+14  0.232819E-14  0.296447E+03
 0.218790E+14  0.226786E-14  0.292735E+03
 0.222103E+14  0.220733E-14  0.288923E+03
 0.225570E+14  0.214664E-14  0.285008E+03
 0.229198E+14  0.208585E-14  0.280986E+03
 0.232999E+14  0.202502E-14  0.276852E+03
 0.236981E+14  0.196418E-14  0.272611E+03
 0.241155E+14  0.190340E-14  0.268451E+03
 0.245534E+14  0.184274E-14  0.264223E+03
 0.250129E+14  0.178225E-14  0.259876E+03
 0.254954E+14  0.172200E-14  0.255409E+03
 0.260024E+14  0.166204E-14  0.250817E+03
 0.265353E+14  0.160244E-14  0.246098E+03
 0.270959E+14  0.154326E-14  0.241308E+03
 0.276859E+14  0.148457E-14  0.236649E+03
 0.283074E+14  0.142642E-14  0.231873E+03
 0.289624E+14  0.136888E-14  0.226967E+03
 0.296531E+14  0.131201E-14  0.221927E+03
 0.303822E+14  0.125589E-14  0.216772E+03
 0.311522E+14  0.120056E-14  0.211739E+03
 0.319661E+14  0.114610E-14  0.206683E+03
 0.328271E+14  0.109257E-14  0.201511E+03
 0.337385E+14  0.104001E-14  0.196224E+03
 0.347042E+14  0.988504E-15  0.190898E+03
 0.357281E+14  0.938094E-15  0.185729E+03
 0.368149E+14  0.888836E-15  0.180487E+03
 0.379694E+14  0.840783E-15  0.175163E+03
 0.391970E+14  0.793982E-15  0.169825E+03
 0.405034E+14  0.748480E-15  0.164633E+03
 0.418952E+14  0.704319E-15  0.159415E+03
 0.433794E+14  0.661537E-15  0.154174E+03
 0.449639E+14  0.620168E-15  0.149017E+03
 0.466572E+14  0.580245E-15  0.143936E+03
 0.484688E+14  0.541793E-15  0.138882E+03
 0.504092E+14  0.504833E-15  0.133889E+03
 0.524900E+14  0.469384E-15  0.129002E+03
 0.547240E+14  0.435457E-15  0.124187E+03
 0.571256E+14  0.403060E-15  0.119454E+03
 0.597106E+14  0.372197E-15  0.114822E+03
 0.624968E+14  0.342864E-15  0.110296E+03
 0.655039E+14  0.315054E-15  0.105873E+03
 0.687540E+14  0.288754E-15  0.101549E+03
 0.722719E+14  0.263949E-15  0.973574E+02
 0.760854E+14  0.240615E-15  0.932699E+02
 0.802255E+14  0.218727E-15  0.892982E+02
 0.847276E+14  0.198253E-15  0.854722E+02
 0.896312E+14  0.179159E-15  0.817333E+02
 0.949813E+14  0.161405E-15  0.781356E+02
 0.100829E+15  0.144949E-15  0.746691E+02
 0.107231E+15  0.129745E-15  0.713059E+02
