         200

 0.114253E+15  0.115745E-15  0.680873E+02
 0.121971E+15  0.102897E-15  0.649740E+02
 0.130470E+15  0.911475E-16  0.619880E+02
 0.139848E+15  0.804424E-16  0.591279E+02
 0.150056E+15  0.708610E-16  0.564157E+02
 0.161010E+15  0.624208E-16  0.538977E+02
 0.172763E+15  0.549860E-16  0.515399E+02
 0.185375E+15  0.484366E-16  0.493393E+02
 0.198907E+15  0.426674E-16  0.472842E+02
 0.213426E+15  0.375853E-16  0.453484E+02
 0.229006E+15  0.331086E-16  0.435380E+02
 0.245723E+15  0.291651E-16  0.418374E+02
 0.263660E+15  0.256913E-16  0.402286E+02
 0.282907E+15  0.226312E-16  0.387198E+02
 0.303558E+15  0.199356E-16  0.372970E+02
 0.325717E+15  0.175611E-16  0.359419E+02
 0.349494E+15  0.154694E-16  0.346676E+02
 0.375006E+15  0.136269E-16  0.334669E+02
 0.402380E+15  0.120038E-16  0.323105E+02
 0.431753E+15  0.105740E-16  0.312199E+02
 0.463270E+15  0.931458E-17  0.301905E+02
 0.497088E+15  0.820513E-17  0.292013E+02
 0.533374E+15  0.722783E-17  0.282565E+02
 0.572309E+15  0.636693E-17  0.273622E+02
 0.614086E+15  0.560857E-17  0.265133E+02
 0.658913E+15  0.494054E-17  0.256861E+02
 0.707012E+15  0.435208E-17  0.249005E+02
 0.758622E+15  0.383371E-17  0.241537E+02
 0.814000E+15  0.337708E-17  0.234375E+02
 0.873420E+15  0.297484E-17  0.227412E+02
 0.937177E+15  0.262051E-17  0.220774E+02
 0.100559E+16  0.230838E-17  0.214441E+02
 0.107900E+16  0.203344E-17  0.208335E+02
 0.115776E+16  0.179124E-17  0.202394E+02
 0.124227E+16  0.157788E-17  0.196710E+02
 0.133296E+16  0.138994E-17  0.191270E+02
 0.143026E+16  0.122439E-17  0.186024E+02
 0.153466E+16  0.107855E-17  0.180898E+02
 0.164669E+16  0.950088E-18  0.175980E+02
 0.176689E+16  0.836924E-18  0.171259E+02
 0.189587E+16  0.737239E-18  0.166725E+02
 0.203427E+16  0.649428E-18  0.162263E+02
 0.218276E+16  0.572075E-18  0.157973E+02
 0.234210E+16  0.503936E-18  0.153847E+02
 0.251307E+16  0.443913E-18  0.149878E+02
 0.269652E+16  0.391039E-18  0.146000E+02
 0.289336E+16  0.344462E-18  0.142235E+02
 0.310456E+16  0.303434E-18  0.138608E+02
 0.333119E+16  0.267292E-18  0.135116E+02
 0.357436E+16  0.235455E-18  0.131742E+02
 0.383528E+16  0.207411E-18  0.128421E+02
 0.411524E+16  0.182706E-18  0.125222E+02
 0.441565E+16  0.160944E-18  0.122141E+02
 0.473798E+16  0.141774E-18  0.119175E+02
 0.508384E+16  0.124888E-18  0.116282E+02
 0.545495E+16  0.110013E-18  0.113458E+02
 0.585314E+16  0.969091E-19  0.110744E+02
 0.628041E+16  0.853664E-19  0.108137E+02
 0.673886E+16  0.751985E-19  0.105638E+02
 0.723078E+16  0.662417E-19  0.103195E+02
 0.775862E+16  0.583517E-19  0.100834E+02
 0.832498E+16  0.514015E-19  0.985837E+01
 0.893268E+16  0.452791E-19  0.964471E+01
 0.958474E+16  0.398860E-19  0.944278E+01
 0.102844E+17  0.351352E-19  0.925038E+01
 0.110351E+17  0.309503E-19  0.906690E+01
 0.118407E+17  0.272638E-19  0.889731E+01
 0.127050E+17  0.240165E-19  0.874254E+01
 0.136325E+17  0.211559E-19  0.860358E+01
 0.146276E+17  0.186360E-19  0.848154E+01
 0.156954E+17  0.164163E-19  0.837751E+01
 0.168411E+17  0.144610E-19  0.829218E+01
 0.180705E+17  0.127386E-19  0.822474E+01
 0.193896E+17  0.112213E-19  0.817872E+01
 0.208050E+17  0.988474E-20  0.815449E+01
 0.223237E+17  0.870738E-20  0.815206E+01
 0.239532E+17  0.767025E-20  0.817097E+01
 0.257018E+17  0.675666E-20  0.821039E+01
 0.275779E+17  0.595188E-20  0.826915E+01
 0.295910E+17  0.524296E-20  0.834423E+01
 0.317511E+17  0.461848E-20  0.843389E+01
 0.340689E+17  0.406837E-20  0.853776E+01
 0.365558E+17  0.358380E-20  0.865433E+01
 0.392243E+17  0.315693E-20  0.878217E+01
 0.420876E+17  0.278092E-20  0.891998E+01
 0.451599E+17  0.244968E-20  0.906663E+01
 0.484564E+17  0.215790E-20  0.922117E+01
 0.519937E+17  0.190088E-20  0.938085E+01
 0.557891E+17  0.167447E-20  0.954326E+01
 0.598615E+17  0.147502E-20  0.971180E+01
 0.642313E+17  0.129934E-20  0.988635E+01
 0.689200E+17  0.114457E-20  0.100670E+02
 0.739510E+17  0.100824E-20  0.102543E+02
 0.793493E+17  0.888153E-21  0.104487E+02
 0.851416E+17  0.782366E-21  0.106460E+02
 0.913567E+17  0.689180E-21  0.108523E+02
 0.980255E+17  0.607092E-21  0.110705E+02
 0.105181E+18  0.534782E-21  0.113038E+02
 0.112859E+18  0.471085E-21  0.115568E+02
 0.121098E+18  0.414975E-21  0.118348E+02
 0.129937E+18  0.365548E-21  0.121461E+02
 0.139422E+18  0.322008E-21  0.125267E+02
 0.149600E+18  0.283654E-21  0.127592E+02
