 1  29.349208  0.  16417.6181
 2  29.1110295  0.  16415.3107
 3  28.8725132  0.  16412.962
 4  28.6337177  0.  16410.5712
 5  28.3946189  0.  16408.1371
 6  28.1552565  0.  16405.659
 7  27.9156298  0.  16403.1356
 8  27.6757599  0.  16400.5659
 9  27.4356685  0.  16397.949
 10  27.1953781  0.  16395.2839
 11  26.9548737  0.  16392.569
 12  26.7141994  0.  16389.8036
 13  26.4733618  0.  16386.9863
 14  26.2323875  0.  16384.1161
 15  25.991267  0.  16381.1913
 16  25.7500474  0.  16378.2111
 17  25.5087397  0.  16375.174
 18  25.2673387  0.  16372.0785
 19  25.0258936  0.  16368.9235
 20  24.7844015  0.  16365.7073
 21  24.5428957  0.  16362.4287
 22  24.3013763  0.  16359.0858
 23  24.0598619  0.  16355.6772
 24  23.8183884  0.  16352.2015
 25  23.5769601  0.  16348.6567
 26  23.3355988  0.  16345.0413
 27  23.0943272  0.  16341.3536
 28  22.8531691  0.  16337.5918
 29  22.6121188  0.  16333.7537
 30  22.371218  0.  16329.8377
 31  22.1304936  0.  16325.842
 32  21.8899442  0.  16321.7642
 33  21.6495993  0.  16317.6024
 34  21.409475  0.  16313.3543
 35  21.1695888  0.  16309.0177
 36  20.9299733  0.  16304.5906
 37  20.6906345  0.  16300.0703
 38  20.4515937  0.  16295.4544
 39  20.2128867  0.  16290.7408
 40  19.9745235  0.  16285.9265
 41  19.736529  0.  16281.0092
 42  19.4989037  0.  16275.9855
 43  19.2617001  0.  16270.8533
 44  19.0249214  0.  16265.6094
 45  18.7885853  0.  16260.2506
 46  18.5527224  0.  16254.7741
 47  18.3173526  0.  16249.1767
 48  18.0824973  0.  16243.4549
 49  17.8481788  0.  16237.6056
 50  17.61441  0.  16231.6248
 51  17.3812164  0.  16225.5092
 52  17.1486243  0.  16219.255
 53  16.9166508  0.  16212.8583
 54  16.6853146  0.  16206.3149
 55  16.454646  0.  16199.6211
 56  16.2246661  0.  16192.7724
 57  15.9953974  0.  16185.7646
 58  15.7668541  0.  16178.5929
 59  15.5390617  0.  16171.2526
 60  15.3120376  0.  16163.7388
 61  15.0858191  0.  16156.0469
 62  14.8604169  0.  16148.1713
 63  14.6358528  0.  16140.1067
 64  14.4121498  0.  16131.8476
 65  14.1893409  0.  16123.3887
 66  13.9674265  0.  16114.7231
 67  13.7464504  0.  16105.8456
 68  13.5264247  0.  16096.7494
 69  13.3073713  0.  16087.428
 70  13.0893135  0.  16077.8747
 71  12.8722686  0.  16068.0821
 72  12.6562701  0.  16058.0435
 73  12.4413381  0.  16047.7513
 74  12.2274869  0.  16037.1973
 75  12.01474  0.  16026.3736
 76  11.8031288  0.  16015.2722
 77  11.5926658  0.  16003.884
 78  11.3833785  0.  15992.2004
 79  11.1752829  0.  15980.2116
 80  10.9684092  0.  15967.9087
 81  10.7627706  0.  15955.281
 82  10.5584  0.  15942.3189
 83  10.3553134  0.  15929.0115
 84  10.1535292  0.  15915.3474
 85  9.95307838  0.  15901.3156
 86  9.75397116  0.  15886.9036
 87  9.55624138  0.  15872.0997
 88  9.35990275  0.  15856.8908
 89  9.16498132  0.  15841.2637
 90  8.97149446  0.  15825.2044
 91  8.77947107  0.  15808.6992
 92  8.58892229  0.  15791.7325
 93  8.39988001  0.  15774.2897
 94  8.2123634  0.  15756.3548
 95  8.02638909  0.  15737.9107
 96  7.84198425  0.  15718.9409
 97  7.65916474  0.  15699.4269
 98  7.4779606  0.  15679.3513
 99  7.29838309  0.  15658.6937
 100  7.12046136  0.  15637.4351
 101  6.94421424  0.  15615.5546
 102  6.77041097  0.  15593.1291
 103  6.59977659  0.  15570.2443
 104  6.43226234  0.  15546.8915
 105  6.2678239  0.  15523.0622
 106  6.10641123  0.  15498.747
 107  5.94798201  0.  15473.9371
 108  5.79248849  0.  15448.6229
 109  5.63989314  0.  15422.7959
 110  5.4901501  0.  15396.4462
 111  5.34321756  0.  15369.5642
 112  5.19905736  0.  15342.1406
 113  5.05762658  0.  15314.1652
 114  4.91888604  0.  15285.6279
 115  4.78279737  0.  15256.5187
 116  4.64932299  0.  15226.8274
 117  4.51842606  0.  15196.5437
 118  4.39006818  0.  15165.6566
 119  4.26421862  0.  15134.1568
 120  4.14083593  0.  15102.0319
 121  4.01988853  0.  15069.2717
 122  3.90134111  0.  15035.8648
 123  3.78516317  0.  15001.8008
 124  3.67132067  0.  14967.0681
 125  3.55977847  0.  14931.6542
 126  3.45050971  0.  14895.5492
 127  3.34348049  0.  14858.7404
 128  3.23865953  0.  14821.2158
 129  3.13601953  0.  14782.9643
 130  3.03552855  0.  14743.973
 131  2.93715706  0.  14704.2296
 132  2.84087913  0.  14663.7228
 133  2.74666455  0.  14622.4394
 134  2.65448528  0.  14580.3668
 135  2.56431373  0.  14537.4921
