         100

 0.832750E+10  0.405158E-23
 0.124912E+11  0.150798E-22
 0.187369E+11  0.534300E-22
 0.230608E+11  0.100689E-21
 0.272536E+11  0.166800E-21
 0.405122E+11  0.545236E-21
 0.599580E+11  0.174364E-20
 0.856543E+11  0.501663E-20
 0.894896E+11  0.571142E-20
 0.109813E+12  0.104843E-19
 0.115304E+12  0.121179E-19
 0.133240E+12  0.186204E-19
 0.149895E+12  0.264234E-19
 0.199860E+12  0.619605E-19
 0.230608E+12  0.944029E-19
 0.299790E+12  0.202119E-18
 0.428271E+12  0.544710E-18
 0.599580E+12  0.126949E-17
 0.856543E+12  0.234594E-17
 0.132650E+13  0.268223E-17
 0.162224E+13  0.221066E-17
 0.189142E+13  0.174638E-17
 0.220596E+13  0.123902E-17
 0.257110E+13  0.844769E-18
 0.299790E+13  0.564939E-18
 0.349528E+13  0.358538E-18
 0.407489E+13  0.200965E-18
 0.475103E+13  0.920561E-19
 0.553936E+13  0.324695E-19
 0.645821E+13  0.710759E-20
 0.697348E+13  0.356335E-20
 0.753052E+13  0.216798E-20
 0.813100E+13  0.127190E-20
 0.877862E+13  0.658060E-21
 0.102352E+14  0.849831E-22
 0.119343E+14  0.244433E-23
 0.139114E+14  0.212835E-25
 0.150271E+14  0.948422E-27
 0.162224E+14  0.415321E-28
 0.175213E+14  0.167035E-28
 0.189142E+14  0.201116E-28
 0.204217E+14  0.398023E-29
 0.220596E+14  0.716044E-31
 0.238118E+14  0.469494E-33
 0.257110E+14  0.711678E-36
 0.267193E+14  0.151605E-36
 0.277583E+14  0.863339E-37
 0.288537E+14  0.178419E-37
 0.299790E+14  0.321500E-38
 0.305596E+14  0.738015E-39
 0.311535E+14  0.296663E-37
 0.323712E+14  0.180383E-35
 0.336389E+14  0.301271E-34
 0.349528E+14  0.215299E-32
 0.377427E+14  0.994276E-33
 0.407545E+14  0.554258E-34
 0.440026E+14  0.874710E-36
 0.475103E+14  0.413457E-37
 0.513075E+14  0.152503E-38
 0.553936E+14  0.917685E-39
 0.598144E+14  0.594732E-41
 0.645821E+14  0.708651E-44
 0.697348E+14  0.278732E-46
 0.753052E+14  0.440097E-49
 0.782537E+14  0.115204E-50
 0.813100E+14  0.284431E-52
 0.844955E+14  0.113262E-54
 0.878120E+14  0.267288E-57
 0.912325E+14  0.207927E-61
 0.948102E+14  0.505935E-72
 0.985179E+14  0.106188E-83
 0.102352E+15  0.827755E-87
 0.106384E+15  0.130381E-70
 0.110542E+15  0.445947E-70
 0.119343E+15  0.226375E-76
 0.139178E+15  0.104090E-90
 0.162224E+15  0.100000E-98
 0.189142E+15  0.100000E-98
 0.220596E+15  0.100000E-98
 0.257110E+15  0.100000E-98
 0.299790E+15  0.100000E-98
 0.315568E+15  0.100000E-98
 0.333100E+15  0.100000E-98
 0.352694E+15  0.100000E-98
 0.374738E+15  0.100000E-98
 0.399720E+15  0.100000E-98
 0.428271E+15  0.100000E-98
 0.461215E+15  0.100000E-98
 0.499650E+15  0.100000E-98
 0.545073E+15  0.100000E-98
 0.599580E+15  0.100000E-98
 0.666200E+15  0.100000E-98
 0.749475E+15  0.100000E-98
 0.856543E+15  0.100000E-98
 0.999300E+15  0.100000E-98
 0.119916E+16  0.100000E-98
 0.149895E+16  0.100000E-98
 0.199860E+16  0.100000E-98
 0.299790E+16  0.100000E-98
 0.599580E+16  0.100000E-98
