         200
 0.216310E+02  0.677242E+03  0.270169E+02  0.166010E+01  0.865364E+00  0.407556E+02  0.627153E+02  0.628230E+02  0.206689E+00
 0.211132E+02  0.588226E+03  0.234659E+02  0.144687E+01  0.778088E+00  0.390578E+02  0.612134E+02  0.617783E+02  0.218693E+00
 0.205988E+02  0.510910E+03  0.203817E+02  0.126032E+01  0.698364E+00  0.374023E+02  0.597823E+02  0.607604E+02  0.230880E+00
 0.200978E+02  0.443757E+03  0.177028E+02  0.109734E+01  0.625676E+00  0.358199E+02  0.584224E+02  0.597667E+02  0.243171E+00
 0.196117E+02  0.385431E+03  0.153761E+02  0.955085E+00  0.559614E+00  0.343125E+02  0.571325E+02  0.587992E+02  0.255508E+00
 0.191400E+02  0.334771E+03  0.133551E+02  0.831003E+00  0.499754E+00  0.328760E+02  0.559099E+02  0.578599E+02  0.267862E+00
 0.186810E+02  0.290769E+03  0.115998E+02  0.722786E+00  0.445654E+00  0.315026E+02  0.547505E+02  0.569495E+02  0.280238E+00
 0.182255E+02  0.252551E+03  0.100752E+02  0.628446E+00  0.396842E+00  0.301635E+02  0.536510E+02  0.560670E+02  0.292615E+00
 0.177834E+02  0.219356E+03  0.875095E+01  0.546286E+00  0.352879E+00  0.288863E+02  0.526105E+02  0.552115E+02  0.304920E+00
 0.173545E+02  0.190525E+03  0.760077E+01  0.474777E+00  0.313380E+00  0.276680E+02  0.516269E+02  0.543837E+02  0.317109E+00
 0.169383E+02  0.165483E+03  0.660177E+01  0.412555E+00  0.277969E+00  0.265056E+02  0.506972E+02  0.535840E+02  0.329168E+00
 0.165310E+02  0.143732E+03  0.573407E+01  0.358420E+00  0.246281E+00  0.253866E+02  0.498185E+02  0.528121E+02  0.341095E+00
 0.161297E+02  0.124841E+03  0.498041E+01  0.311340E+00  0.217964E+00  0.243020E+02  0.489884E+02  0.520673E+02  0.352860E+00
 0.157403E+02  0.108432E+03  0.432581E+01  0.270419E+00  0.192697E+00  0.232664E+02  0.482051E+02  0.513490E+02  0.364411E+00
 0.153625E+02  0.941800E+02  0.375725E+01  0.234863E+00  0.170191E+00  0.222777E+02  0.474665E+02  0.506569E+02  0.375720E+00
 0.149961E+02  0.818013E+02  0.326342E+01  0.203971E+00  0.150178E+00  0.213336E+02  0.467701E+02  0.499905E+02  0.386782E+00
 0.146356E+02  0.710496E+02  0.283449E+01  0.177133E+00  0.132404E+00  0.204195E+02  0.461140E+02  0.493492E+02  0.397594E+00
 0.142824E+02  0.617112E+02  0.246194E+01  0.153824E+00  0.116635E+00  0.195381E+02  0.454964E+02  0.487321E+02  0.408124E+00
 0.139398E+02  0.536001E+02  0.213836E+01  0.133587E+00  0.102661E+00  0.186965E+02  0.449155E+02  0.481385E+02  0.418338E+00
 0.136074E+02  0.465551E+02  0.185730E+01  0.116019E+00  0.902955E-01  0.178930E+02  0.443698E+02  0.475675E+02  0.428217E+00
 0.132850E+02  0.404361E+02  0.161319E+01  0.100768E+00  0.793652E-01  0.171261E+02  0.438581E+02  0.470182E+02  0.437761E+00
 0.129661E+02  0.351213E+02  0.140116E+01  0.875286E-01  0.697123E-01  0.163798E+02  0.433792E+02  0.464896E+02  0.446969E+00
 0.126552E+02  0.305051E+02  0.121700E+01  0.760375E-01  0.611942E-01  0.156640E+02  0.429322E+02  0.459809E+02  0.455806E+00
 0.123535E+02  0.264956E+02  0.105704E+01  0.660659E-01  0.536847E-01  0.149814E+02  0.425166E+02  0.454910E+02  0.464244E+00
 0.120610E+02  0.230132E+02  0.918111E+00  0.574134E-01  0.470708E-01  0.143307E+02  0.421321E+02  0.450186E+02  0.472267E+00
 0.117773E+02  0.199884E+02  0.797440E+00  0.499046E-01  0.412507E-01  0.137107E+02  0.417790E+02  0.445623E+02  0.479877E+00
 0.114946E+02  0.173612E+02  0.692629E+00  0.433880E-01  0.361322E-01  0.131041E+02  0.414581E+02  0.441211E+02  0.487064E+00
 0.112201E+02  0.150793E+02  0.601593E+00  0.377337E-01  0.316333E-01  0.125261E+02  0.411703E+02  0.436937E+02  0.493785E+00
 0.109539E+02  0.130974E+02  0.522523E+00  0.328281E-01  0.276820E-01  0.119763E+02  0.409175E+02  0.432782E+02  0.500008E+00
 0.106958E+02  0.113759E+02  0.453845E+00  0.285720E-01  0.242141E-01  0.114535E+02  0.407022E+02  0.428729E+02  0.505710E+00
 0.104445E+02  0.988073E+01  0.394194E+00  0.248790E-01  0.211724E-01  0.109548E+02  0.405282E+02  0.424757E+02  0.510879E+00
 0.101938E+02  0.858205E+01  0.342384E+00  0.216745E-01  0.185055E-01  0.104677E+02  0.404000E+02  0.420845E+02  0.515483E+00
 0.995067E+01  0.745407E+01  0.297383E+00  0.188944E-01  0.161684E-01  0.100053E+02  0.403231E+02  0.416969E+02  0.519467E+00
 0.971483E+01  0.647434E+01  0.258296E+00  0.164825E-01  0.141215E-01  0.956667E+01  0.403046E+02  0.413097E+02  0.522779E+00
 0.948614E+01  0.562338E+01  0.224347E+00  0.143902E-01  0.123296E-01  0.915085E+01  0.403535E+02  0.409195E+02  0.525375E+00
 0.926217E+01  0.488427E+01  0.194860E+00  0.125748E-01  0.107616E-01  0.875287E+01  0.404809E+02  0.405219E+02  0.527214E+00
 0.903925E+01  0.424231E+01  0.169249E+00  0.109998E-01  0.939010E-02  0.836603E+01  0.406999E+02  0.401124E+02  0.528232E+00
 0.882300E+01  0.368472E+01  0.147004E+00  0.963355E-02  0.819078E-02  0.799972E+01  0.410260E+02  0.396852E+02  0.528349E+00
 0.861324E+01  0.320042E+01  0.127682E+00  0.844847E-02  0.714251E-02  0.765294E+01  0.414778E+02  0.392332E+02  0.527487E+00
 0.840982E+01  0.277977E+01  0.110900E+00  0.742054E-02  0.622662E-02  0.732473E+01  0.420776E+02  0.387477E+02  0.525573E+00
 0.820921E+01  0.241441E+01  0.963242E-01  0.652892E-02  0.542664E-02  0.700885E+01  0.428514E+02  0.382182E+02  0.522533E+00
 0.801064E+01  0.209707E+01  0.836639E-01  0.575560E-02  0.472806E-02  0.670384E+01  0.438293E+02  0.376323E+02  0.518280E+00
 0.781798E+01  0.182144E+01  0.726675E-01  0.508501E-02  0.411821E-02  0.641511E+01  0.450458E+02  0.369739E+02  0.512719E+00
 0.763108E+01  0.158204E+01  0.631165E-01  0.450358E-02  0.358598E-02  0.614173E+01  0.465404E+02  0.362232E+02  0.505769E+00
 0.744980E+01  0.137411E+01  0.548208E-01  0.399950E-02  0.312164E-02  0.588279E+01  0.483582E+02  0.353550E+02  0.497363E+00
 0.726989E+01  0.119350E+01  0.476155E-01  0.356254E-02  0.271660E-02  0.563176E+01  0.505499E+02  0.343379E+02  0.487443E+00
 0.709329E+01  0.103663E+01  0.413571E-01  0.318384E-02  0.236337E-02  0.539099E+01  0.531716E+02  0.331317E+02  0.475962E+00
 0.692193E+01  0.900383E+00  0.359214E-01  0.285573E-02  0.205538E-02  0.516253E+01  0.562850E+02  0.316851E+02  0.462895E+00
